"ostja","kaup",,
42,"Šokolaadid",,
42,"Võid, margariinid",,
42,"Helbed",,
42,"Söögiriistad",,
42,"Külmutatud pooltooted",,
42,"Mineraalvesi",,
42,"Pant 0.5",,
43,"Pakendatud valmistoidud",,
43,"Pakendatud valmistoidud",,
43,"Maitseained",,
43,"Kommid",,
43,"Pakendamata liha",,
43,"Mahlad",,
43,"Närimiskummid",,
43,"Küpsised",,
44,"Juurviljad",,
44,"Maitsetaimed",,
44,"Saiad",,
44,"Piim",,
44,"Lihaproduktid",,
44,"Krõpsud",,
44,"Maitseained",,
45,"Lihaproduktid",,
45,"Kilekotid",,
45,"Keefir",,
45,"Puuviljad",,
45,"Koored",,
45,"Piim",,
45,"Munad",,
46,"Saiad",,
46,"Juurviljad",,
46,"Kastmed",,
46,"Lihaproduktid",,
46,"Makaronid",,
46,"Kange alkohol",,
46,"Kilekotid",,
47,"Maitsetaimed",,
47,"Köögiviljad",,
47,"Puuviljad",,
47,"Köögiviljad",,
47,"Muud alkohoolsed joogid",,
47,"Pant 1.0",,
47,"Karastusjoogid",,
47,"Pant 0.5",,
48,"Jäätis",,
48,"Šampoonid",,
48,"Seebid",,
48,"Puuviljad",,
48,"Piim",,
48,"Helbed",,
48,"Köögiviljad",,
49,"Võid, margariinid",,
49,"Küpsised",,
49,"Hapupiimatooted",,
49,"Maitsetaimed",,
49,"Lihaproduktid",,
49,"Köögiviljad",,
49,"Köögiviljad",,
49,"Puuviljad",,
50,"Puuviljad",,
50,"Puuviljad",,
50,"Krõpsud",,
50,"Kiirtoidud",,
50,"Klaasipesuvahendid",,
50,"Saiad",,
50,"Kiirtoidud",,
50,"Piim",,
51,"Leivad",,
51,"Munad",,
51,"Portsjontoidud",,
51,"Lihaproduktid",,
51,"Koored",,
51,"Näkileivad, kuivikud",,
51,"Lihaproduktid",,
51,"Lihaproduktid",,
52,"Popkorn",,
52,"Kohupiimatooted",,
52,"Lihafileed",,
52,"Juustud",,
52,"Makaronid",,
52,"Küpsised",,
52,"Mahlad",,
53,"Palsamid",,
53,"Köögiviljad",,
53,"Kohupiimatooted",,
53,"Küpsised",,
53,"Küpsised",,
53,"Küpsised",,
53,"Hapupiimatooted",,
53,"Jahud",,
54,"Salvrätikud",,
54,"Puuviljad",,
54,"Lihaproduktid",,
54,"Külmutatud pooltooted",,
54,"Muud alkohoolsed joogid",,
54,"Pant 1.0",,
54,"Lihaproduktid",,
55,"Ajakirjad",,
55,"Piim",,
55,"Jogurtitooted",,
55,"Koored",,
55,"Sulatatud juustud",,
55,"Kommid",,
55,"Keefir",,
55,"Köögiviljad",,
56,"Seebid",,
56,"Dušitarbed",,
56,"Kala õlis",,
56,"Kuivtoidud",,
56,"Juustud",,
56,"Leivad",,
56,"Sepikud",,
57,"Kuivtoidud",,
57,"Saiad",,
57,"Piim",,
57,"Kohupiimatooted",,
57,"Koored",,
57,"Kuivtoidud",,
57,"Koored",,
57,"Küpsised",,
58,"Konservid",,
58,"Võid, margariinid",,
58,"Kohv",,
58,"Juurviljad",,
58,"Lihaproduktid",,
58,"Lihaproduktid",,
58,"Küpsised",,
59,"Koored",,
59,"Jahud",,
59,"Õlid",,
59,"Kohupiimatooted",,
59,"Mullad",,
59,"Maitselisandid",,
59,"Maitsetaimed",,
59,"Kala",,
60,"Majoneesid",,
60,"Liha",,
60,"Kommid",,
60,"Juustud",,
60,"Köögiviljad",,
60,"Kommid",,
60,"leivad",,
61,"võid, margariinid",,
61,"Kohupiimatooted",,
61,"juustud",,
61,"Halvaad",,
61,"Küpsised",,
61,"Kohupiimatooted",,
61,"jogurtitooted",,
62,"leivad",,
62,"saiad",,
62,"võid, margariinid",,
62,"juustud",,
62,"kohupiimatooted",,
62,"võid, margariinid",,
62,"Piim",,
63,"Sefiirid",,
63,"Köögiviljad",,
63,"Pakendamata kala",,
63,"leivad",,
63,"Pakendamata salatid",,
63,"Karastusjoogid",,
63,"Pant 0.5",,
64,"Maitseained",,
64,"Lihaproduktid",,
64,"Lihaproduktid",,
64,"Tikud",,
64,"Konservid",,
64,"kodujuustud",,
64,"sepikud",,
65,"Makaronid",,
65,"Lihaproduktid",,
65,"Pant 0.5",,
65,"mineraalvesi",,
65,"Kohupiimatooted",,
65,"Lihaproduktid",,
65,"Puuviljad",,
65,"Puuviljad",,
66,"leivad",,
66,"Seened",,
66,"jogurtitooted",,
66,"Kohv",,
66,"Maitseained",,
66,"Puuviljad",,
66,"Juurviljad",,
67,"Juustud",,
67,"saiad",,
67,"Potililled",,
67,"Näohooldusvahendid",,
67,"Lihaproduktid",,"#REF!"
67,"sepikud",,
67,"Keefir",,
1,"Kommid",,
1,"Juurviljad",,
1,"Piim",,
1,"Saiakesed",,
1,"Kringlid",,
1,"Leivad",,
1,"Sefiirid",,
1,"Lihaproduktid",,
1,"Kohupiimatooted",,
1,"Soolased määrded",,
1,"Pakendamata salatid",,
1,"Pakendatud valmistoidud",,
1,"Koored",,
1,"Saiad",,
1,"Piim",,
2,"Majoneesid",,
2,"Juurviljad",,
2,"Köögiviljad",,
2,"Kringlid",,
2,"Leivad",,
2,"Köögiviljad",,
2,"Juustud",,
2,"Saiad",,
2,"Saiad",,
2,"Ajakirjad",,
2,"DVD-d",,
2,"Koogid",,
3,"Mineraalvesi",,
3,"Pant 1.0",,
3,"külmutatud pooltooted",,
3,"Jogurtitooted",,
3,"Kilekotid",,
3,"külmutatud pooltooted",,
3,"Mahlad",,
3,"Portsjontoidud",,
3,"Köögiviljad",,
3,"WC-puhastusvahendid",,
3,"Dipikastmed",,
3,"Juurviljad",,
4,"Kilekotid",,
4,"Koogid",,
4,"Šokolaadid",,
4,"Saiad",,
4,"Pulgakommid/pastillid",,
4,"Mahlad",,
4,"Pant 1.0",,
4,"Energiajoogid",,
4,"Pant 0.5",,
4,"Köögiviljad",,
4,"Koored",,
4,"Kohupiimatooted",,
4,"Köögiviljad",,
4,"Võid, margariinid",,
5,"Kilekotid",,
5,"Makaronid",,
5,"Riis",,
5,"Piim",,
5,"Lihafileed",,
5,"Külmutatud pooltooted",,
5,"Kohupiimatooted",,
5,"Pakendatud valmistoidud",,
5,"Saiakesed",,
5,"Pulgakommid/pastillid",,
6,"Saiad",,
6,"Saiad",,
6,"Mahlad",,
6,"Pant 1.0",,
6,"Piim",,
6,"Küpsised",,
6,"Võid, margariinid",,
6,"Puuviljad",,
6,"Pakendatud valmistoidud",,
6,"külmutatud pooltooted",,
6,"Šokolaadid",,
7,"Keefir",,
7,"Saiakesed",,
7,"Saiakesed",,
7,"Pakendatud valmistoidud",,
7,"Juustud",,
7,"Kommid",,
7,"Piim",,
7,"Saiakesed",,
7,"Ajakirjad",,
7,"Halvaad",,
8,"Köögiviljad",,
8,"Puuviljad",,
8,"Saiakesed",,
8,"Lihaproduktid",,
8,"Keefir",,
8,"Lihaproduktid",,
8,"Jogurtitooted",,
8,"Saiad",,
8,"Kilekotid",,
8,"Piim",,
8,"Koored",,
8,"Juustud",,
9,"Mahlad",,
9,"Makaronid",,
9,"Tatar",,
9,"Puuviljad",,
9,"Leivad",,
9,"Piim",,
9,"Saiakesed",,
9,"Maitsetaimed",,
9,"Ajakirjad",,
9,"Köögiviljad",,
10,"Jogurtitooted",,
10,"Lihaproduktid",,
10,"Lihafileed",,
10,"Šokolaadid",,
10,"Pakendatud valmistoidud",,
10,"Kilekotid",,
10,"Kastmed",,
10,"Koogid",,
10,"Piim",,
10,"Saiad",,
10,"Leivad",,
10,"Närimiskummid",,
10,"Pesupesemisvahendid",,
10,"Naiste hügieenitarbed",,
11,"külmutatud pooltooted",,
11,"Juustud",,
11,"Lihaproduktid",,
11,"Lihaproduktid",,
11,"Kilekotid",,
11,"Lihaproduktid",,
11,"Lihaproduktid",,
11,"Kommid",,
11,"Kuivtoidud",,
11,"Saiad",,
11,"Halvaad",,
11,"Konservid",,
11,"Kodujuustud",,
11,"Koored",,
11,"Võid, margariinid",,
11,"Piim",,
11,"WC-puhastusvahendid",,
11,"Majapidamispaber",,
11,"Kommid",,
12,"Pakendatud valmistoidud",,
12,"Veinid",,
12,"Mahlad",,
12,"Pant 1.0",,
12,"Köögiviljad",,
12,"Saiad",,
12,"Leivad",,
12,"Saiad",,
12,"Kohv",,
12,"Makaronid",,
12,"Leivad",,
12,"Kuklid",,
12,"Puuviljad",,
12,"Koored",,
12,"Keefir",,
12,"Lihaproduktid",,
12,"Lihaproduktid",,
12,"Võid, margariinid",,
12,"Jogurtitooted",,
12,"Puuviljad",,
12,"Jogurtitooted",,
12,"Köögiviljad",,
12,"Munad",,
12,"Seebid",,
12,"Patareid",,
12,"DVD-d",,
12,"Piim",,
13,"Õlled",,
13,"Pant 0.5",,
13,"Õlled",,
13,"Pant 1.0",,
13,"Soolased määrded",,
13,"Võid, margariinid",,
13,"Jogurtitooted",,
13,"Jogurtitooted",,
13,"Maitseained",,
13,"Puuviljad",,
13,"Leivad",,
13,"Saiad",,
13,"Lihaproduktid",,
13,"Kohupiimatooted",,
13,"Piim",,
14,"Veinid",,
14,"Kilekotid",,
14,"Kalafileed",,
14,"Lihaproduktid",,
14,"Lihaproduktid",,
14,"Puuviljad",,
14,"Leivad",,
14,"Piim",,
14,"Šokolaadid",,
14,"Pähklid",,
15,"Küpsised",,
15,"Pakendamata salatid",,
15,"Pakendamata salatid",,
15,"Pakendamata salatid",,
15,"Filtriga sigaretid",,
15,"Lihaproduktid",,
15,"Puuviljad",,
16,"Kohupiimatooted",,
16,"Jogurtitooted",,
16,"Maitsetaimed",,
16,"Piim",,
16,"Jogurtitooted",,
16,"Lihaproduktid",,
16,"külmutatud pooltooted",,
16,"külmutatud pooltooted",,
16,"Lihafileed",,
16,"Lihaproduktid",,
16,"Dušitarbed",,
17,"Puuviljad",,
17,"Lihafileed",,
17,"Lihafileed",,
17,"Kalakonservid",,
17,"Kastmed",,
17,"Jogurtitooted",,
17,"Leivad",,
17,"Saiad",,
17,"Munad",,
17,"Kohupiimatooted",,
17,"Närimiskummid",,
17,"Piim",,
18,"Kilekotid",,
18,"Saiad",,
18,"Mahlad",,
18,"Köögiviljad",,
18,"Köögiviljad",,
18,"Juustud",,
18,"Pakendatud valmistoidud",,
18,"Köögiviljad",,
18,"Tee",,
18,"Jogurtitooted",,
18,"Šokolaadid",,
19,"Kilekotid",,
19,"Puuviljad",,
19,"Puuviljad",,
19,"Sepikud",,
19,"Mineraalvesi",,
19,"Pant 1.0",,
19,"Munad",,
19,"Mahlad",,
19,"Mahlad",,
19,"Juustud",,
19,"Juustud",,
19,"Lihaproduktid",,
19,"Saiad",,
19,"Leivad",,
20,"Saiad",,
20,"Kilekotid",,
20,"WC paber",,
20,"Mahlad",,
20,"Mahlad",,
20,"Sulatatud juustud",,
20,"Munad",,
20,"Juustud",,
20,"Juustud",,
20,"Jogurtitooted",,
20,"Köögiviljad",,
20,"Kuklid",,
20,"Küpsetustarvikud",,
20,"Piim",,
20,"Hakklihad",,
20,"Köögiviljad",,
20,"Lihaproduktid",,
20,"Köögiviljad",,
20,"Kalafileed",,
21,"Kodujuustud",,
21,"Juurviljad",,
21,"Juustud",,
21,"Jogurtitooted",,
21,"Kohupiimatooted",,
21,"Lihafileed",,
21,"Ketšupid",,
21,"Jäätis",,
21,"Lihaproduktid",,
21,"Kuivatatud",,
21,"Kuivatatud",,
22,"Saiakesed",,
22,"Piim",,
22,"Keefir",,
22,"Saiad",,
22,"Naiste deodorandid",,
22,"Leivad",,
22,"Koored",,
23,"Keefir",,
23,"Kodujuustud",,
23,"Juustud",,
23,"Maitseained",,
23,"Puuviljad",,
23,"Šampoonid",,
23,"Šampoonid",,
23,"Habemeajamistarbed",,
23,"Patareid",,
24,"Karastusjoogid",,
24,"Pant 1.0",,
24,"Leivad",,
24,"Saiad",,
24,"Saiakesed",,
24,"Jäätis",,
24,"Lihaproduktid",,
24,"Mahlad",,
24,"Lihaproduktid",,
25,"Pant 1.0",,
25,"Karastusjoogid",,
25,"Köögiviljad",,
25,"WC paber",,
25,"Pant 0.5",,
25,"Õlled",,
25,"Juurviljad",,
25,"Puuviljad",,
25,"Kohupiimatooted",,
26,"Majoneesid",,
26,"Jäätis",,
26,"Puuviljad",,
26,"Munad",,
26,"Köögiviljad",,
26,"Juurviljad",,
26,"Juurviljad",,
26,"Puuviljad",,
26,"Köögiviljad",,
26,"Kuivatatud",,
27,"Maitsetaimed",,
27,"Maitsetaimed",,
27,"Jogurtitooted",,
27,"Šokolaadid",,
27,"Puuviljad",,
27,"Kommid",,
27,"Piim",,
28,"Köögiviljad",,
28,"Kohupiimatooted",,
28,"Konserveeritud",,
28,"Konserveeritud",,
28,"Juurviljad",,
28,"Kohupiimatooted",,
28,"Puuviljad",,
29,"Puuviljad",,
29,"Juuksehooldusvahendid",,
29,"Kalafileed",,
29,"Jogurtitooted",,
29,"Konserveeritud",,
29,"Konserveeritud",,
29,"Kohupiimatooted",,
29,"Juurviljad",,
30,"Puuviljad",,
30,"Köögiviljad",,
30,"Kohupiimatooted",,
30,"Köögiviljad",,
30,"Konserveeritud",,
30,"Piim",,
30,"Riis",,
31,"Juurviljad",,
31,"Juurviljad",,
31,"Kohupiimatooted",,
31,"Piim",,
31,"Majoneesid",,
31,"Puuviljad",,
31,"Konserveeritud",,
31,"Maitsetaimed",,
31,"Kohupiimatooted",,
32,"Puuviljad",,
32,"Naiste deodorandid",,
32,"Maitselisandid",,
32,"Habemeajamistarbed",,
32,"Siidrid",,
32,"Pant 1.0",,
32,"Siidrid",,
32,"Pant 1.0",,
33,"Puuviljad",,
33,"Köögiviljad",,
33,"Puuviljad",,
33,"Puuviljad",,
33,"Köögiviljad",,
33,"Kilekotid",,
33,"Kuklid",,
33,"Maitsetaimed",,
33,"Maitsetaimed",,
34,"Köögiviljad",,
34,"Munad",,
34,"Külmutatud köögiviljad",,
34,"Mahlad",,
34,"Purgis",,
34,"Kalakonservid",,
34,"Piim",,
34,"WC paber",,
35,"Puuviljad",,
35,"Konserveeritud",,
35,"Kohupiimatooted",,
35,"Köögiviljad",,
35,"Köögiviljad",,
35,"Kohupiimatooted",,
35,"Piim",,
35,"Konserveeritud",,
35,"Seened",,
35,"Puuviljad",,
36,"Kodujuustud",,
36,"Aedviljad",,
36,"Lihaproduktid",,
36,"Saiakesed",,
36,"Koogid",,
36,"Saiakesed",,
36,"Piim",,
36,"Näohooldusvahendid",,
37,"Lihaproduktid",,
37,"Paberkotid",,
37,"Kohv",,
37,"Mahlad",,
37,"Õlled",,
37,"Pant 1.0",,
37,"Õlled",,
37,"Pant 0.5",,
37,"Filtriga sigaretid",,
37,"Kange alkohol",,
38,"Mahlad",,
38,"Leivad",,
38,"Kalafileed",,
38,"Kalakonservid",,
38,"Magusad määrded",,
38,"Saiakesed",,
38,"Koored",,
38,"Saiad",,
39,"Koogid",,
39,"Juustud",,
39,"Saiad",,
39,"Kohupiimatooted",,
39,"Naiste deodorandid",,
39,"Leivad",,
39,"Võid, margariinid",,
39,"Lihafileed",,
39,"Koored",,
39,"DVD-d",,
39,"Piim",,
40,"Koogid",,
40,"Saiakesed",,
40,"Saiakesed",,
40,"Kiirnuudlid",,
40,"Kilekotid",,
40,"Saiakesed",,
40,"Kommid",,
40,"Müsli",,
40,"Puuviljad",,
40,"Keefir",,
40,"Koored",,
40,"Konservid",,
40,"Leivad",,
40,"Piim",,
40,"Juustud",,
40,"Pakendatud valmistoidud",,
41,"külmutatud pooltooted",,
41,"Jogurtitooted",,
41,"Piim",,
41,"Juustud",,
41,"külmutatud pooltooted",,
41,"Saiad",,
41,"Makaronid",,
41,"Hakklihad",,
41,"Leivad",,
41,"Koored",,
41,"Piim",,
41,"Šampoonid",,
41,"Kilekotid",,
41,"Lihaproduktid",,
42,"Helbed",,
42,"Saiad",,
42,"Palsamid",,
42,"Lihaproduktid",,
42,"Puuviljad",,
42,"Juustud",,
42,"Leivad",,
42,"Šampoonid",,
42,"Naiste sukad/sokid",,
43,"Piim",,
43,"Pakendatud valmistoidud",,
43,"Naiste sukad/sokid",,
43,"Võid, margariinid",,
43,"Peotarbed",,
43,"Juustud",,
43,"Mahlad",,
43,"Koored",,
43,"Saiad",,
43,"Leivad",,
43,"Kodujuustud",,
44,"Maitsetaimed",,
44,"Hakklihad",,
44,"Kalakonservid",,
44,"Leivad",,
44,"Juustud",,
44,"Lihaproduktid",,
44,"Piim",,
45,"Munad",,
45,"Kohupiimatooted",,
45,"Kastmed",,
45,"Piim",,
45,"Kalakonservid",,
45,"Köögiviljad",,
45,"Maitsetaimed",,
45,"Konserveeritud",,
45,"Seened",,
45,"Kohupiimatooted",,
45,"Köögiviljad",,
45,"Tatar",,
45,"Puuviljad",,
45,"Puuviljad",,
45,"Köögiviljad",,
46,"Köögiviljad",,
46,"Hakklihad",,
46,"Lihaproduktid",,
46,"Lihaproduktid",,
46,"Lihaproduktid",,
46,"Õlled",,
46,"Õlled",,
46,"Kohv",,
46,"Koored",,
46,"Soolased määrded",,
46,"Saiad",,
46,"Võid, margariinid",,
46,"Koored",,
46,"Lihaproduktid",,
46,"Kalafileed",,
46,"Juustud",,
46,"Leivad",,
47,"Jogurtitooted",,
47,"Lihaproduktid",,
47,"Lihaproduktid",,
47,"Lihaproduktid",,
47,"Lihaproduktid",,
47,"Kalakonservid",,
47,"Koogid",,
47,"Munad",,
48,"Köögiviljad",,
48,"Köögiviljad",,
48,"Juurviljad",,
48,"konserveeritud",,
48,"Saiad",,
48,"Juustud",,
48,"Pakendatud valmistoidud",,
48,"Tee",,
49,"Lihaproduktid",,
49,"Puuviljad",,
49,"Koored",,
49,"Kalaproduktid",,
49,"Maitsetaimed",,
49,"Puuviljad",,
49,"Leivad",,
49,"Maitsetaimed",,
49,"Juustud",,
49,"Pakendatud valmistoidud",,
49,"Pakendatud valmistoidud",,
50,"Maitsetaimed",,
50,"Külmutatud aedviljad",,
50,"Köögiviljad",,
50,"Lihaproduktid",,
50,"Kiirnuudlid",,
50,"Filtriga sigaretid",,
50,"Puuviljad",,
50,"külmutatud pooltooted",,
50,"Külmutatud aedviljad",,
50,"Koored",,
50,"Soolased määrded",,
51,"Puuviljad",,
51,"Puuviljad",,
51,"Lauavesi",,
51,"Juustud",,
51,"Šokolaadid",,
51,"Pähklid",,
51,"Leivad",,
51,"Kiirnuudlid",,
51,"Lihaproduktid",,
51,"Kohv",,
52,"Koored",,
52,"Lihakonservid",,
52,"Koored",,
52,"Puuviljad",,
52,"Puuviljad",,
52,"Juustud",,
52,"Šokolaadid",,
52,"Kohupiimatooted",,
52,"Jogurtitooted",,
53,"Puuviljad",,
53,"Kilekotid",,
53,"Saiad",,
53,"Piim",,
53,"Koogid",,
53,"Lihaproduktid",,
53,"Jogurtitooted",,
54,"Munad",,
54,"Ajalehed",,
54,"Köögiviljad",,
54,"WC paber",,
54,"Lihaproduktid",,
54,"Keefir",,
54,"WC paber",,
55,"Närimiskummid",,
55,"Lihaproduktid",,
55,"Maitsetaimed",,
55,"Leivad",,
55,"Pärm",,
55,"Koored",,
55,"Koored",,
55,"Juustud",,
56,"Filtriga sigaretid",,
56,"Pakendatud valmistoidud",,
56,"Saiakesed",,
56,"Kilekotid",,
56,"Lihaproduktid",,
56,"Maitsetaimed",,
56,"Piim",,
56,"Seemned",,
56,"Mahlad",,
56,"Koored",,
56,"Köögiviljad",,
57,"Kilekotid",,
57,"Mineraalvesi",,
57,"Mineraalvesi",,
57,"Mahlad",,
57,"Piim",,
57,"Kommid",,
57,"Kalafileed",,
57,"Portsjontoidud",,
58,"Õlled",,
58,"Piim",,
58,"Koored",,
58,"Mineraalvesi",,
58,"Kohupiimatooted",,
58,"Külmutatud pooltooted",,
58,"Saiakesed",,
59,"Siidrid",,
59,"Õlled",,
59,"Lihaproduktid",,
59,"Lihaproduktid",,
59,"Pakendamata salatid",,
59,"Plast/pappsöögitarvikud",,
59,"Kilekotid",,
60,"Siidrid",,
60,"Õlled",,
60,"Lihaproduktid",,
60,"Kilekotid",,
60,"Lihaproduktid",,
60,"Ketšupid",,
60,"Leivad",,
60,"Lihaproduktid",,
60,"Pakendamata salatid",,
61,"Kilekotid",,
61,"Siidrid",,
61,"Karastusjoogid",,
61,"Õlled",,
61,"Külmutatud köögiviljad",,
61,"Jogurtitooted",,
61,"Lihaproduktid",,
61,"Majoneesid",,
61,"Lihaproduktid",,
61,"Munad",,
61,"külmutatud pooltooted",,
61,"Õlid",,
61,"külmutatud pooltooted",,
61,"Mahlad",,
61,"Soolased määrded",,
61,"WC paber",,
61,"Sulatatud juustud",,
61,"Piim",,
61,"Puuviljad",,
61,"Saiad",,
61,"Koored",,
62,"Karastusjoogid",,
62,"Mineraalvesi",,
62,"Leivad",,
62,"Leivad",,
62,"Jogurtitooted",,
62,"Kilekotid",,
62,"Jäätis",,
62,"Portsjontoidud",,
62,"Juustud",,
62,"Sulatatud juustud",,
62,"Filtriga sigaretid",,
62,"Lihaproduktid",,
62,"Külmutatud pooltooted",,
62,"Šampoonid",,
63,"Köögiviljad",,
63,"Lihaproduktid",,
63,"Sepikud",,
63,"Köögiviljad",,
63,"Puuviljad",,
63,"Võid, margariinid",,
63,"Puuviljad",,
63,"Koored",,
64,"Pakendatud valmistoidud",,
64,"Lihaproduktid",,
64,"Kastmed",,
64,"Soolased määrded",,
64,"Võid, margariinid",,
64,"Kilekotid",,
64,"Külmutatud pooltooted",,
64,"Külmutatud pooltooted",,
64,"Piim",,
64,"Lihaproduktid",,
64,"Jäätis",,
64,"Jäätis",,
64,"Õlled",,
64,"Pant 1.0",,
65,"Piim",,
65,"Kohupiimatooted",,
65,"Juustud",,
65,"Munad",,
65,"Konserveeritud",,
65,"Koored",,
65,"Köögiviljad",,
65,"Köögiviljad",,
65,"Köögiviljad",,
65,"Näohooldusvahendid",,
65,"Maitsetaimed",,
66,"Külmutatud pooltooted",,
66,"külmutatud pooltooted",,
66,"Külmutatud lihatooted",,
66,"Kiirtoidud",,
66,"külmutatud pooltooted",,
66,"Lihafileed",,
66,"Juustud",,
66,"Pakendatud valmistoidud",,
66,"Piim",,
67,"Koored",,
67,"Kilekotid",,
67,"Lauavesi",,
67,"Pant 1.0",,
67,"Koored",,
67,"Saiad",,
67,"Sepikud",,
67,"Maitseained",,
67,"Karastusjoogid",,
67,"Pant 1.0",,
67,"Maitseained",,
67,"Karastusjoogid",,
67,"Pant 1.0",,
67,"Karastusjoogid",,
67,"Pant 1.0",,
67,"Köögiviljad",,
67,"Pesupesemisvahendid",,
67,"Lihaproduktid",,
67,"Köögiviljad",,
67,"Salvrätikud/hügieenitarvikud",,
67,"Juurviljad",,
